term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,df,idf,dfidf
obstinate,5,9,1.1446021706235564e-05,16.414794226507823,JJ,2,"{'JJ', 'NN'}",0,obstin,obstin,obstin,0.015230538321985334,4,6.353146825498083,25.412587301992332
obstinated,1,10,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,obstin,obstin,obstin,0.04719291991806827,1,8.353146825498083,8.353146825498083
obstinately,2,11,4.578408682494225e-06,17.736722321395185,RB,1,{'RB'},0,obstin,obstin,obstin,0.012153378864394208,2,7.353146825498083,14.706293650996166
obstruct,2,8,4.578408682494225e-06,17.736722321395185,VBP,2,"{'VBP', 'RP'}",0,obstruct,obstruct,obstruct,0.022532973808131136,2,7.353146825498083,14.706293650996166
obstructed,1,10,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,obstruct,obstruct,obstruct,0.04589641112911035,1,8.353146825498083,8.353146825498083
obstruction,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,obstruct,obstruct,obstruct,0.019246882086401112,1,8.353146825498083,8.353146825498083
obtain,33,6,7.554374326115472e-05,13.692328202036732,VB,1,{'VB'},0,obtain,obtain,obtain,0.01641511565336495,11,4.893715206860786,53.83086727546864
obtainable,3,10,6.867613023741338e-06,17.15175982067403,JJ,2,"{'JJ', 'NN'}",0,obtain,obtain,obtain,0.0016567894782959032,3,6.768184324776926,20.30455297433078
obtained,35,8,8.012215194364895e-05,13.607439304450219,VBN,5,"{'JJ', 'VBD', 'VBN', 'RB', 'NN'}",0,obtain,obtain,obtain,0.04744034518255843,21,3.9608294027193223,83.17741745710576
obtaining,17,9,3.8916473801200915e-05,14.649259480144845,VBG,1,{'VBG'},0,obtain,obtain,obtain,0.01640826405654672,7,5.545791903440478,38.820543324083346
obtains,3,7,6.867613023741338e-06,17.15175982067403,VBZ,1,{'VBZ'},0,obtain,obtain,obtain,0.009459221385936509,3,6.768184324776926,20.30455297433078
obviated,1,8,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,obviat,obviat,obvy,0.020373528842678252,1,8.353146825498083,8.353146825498083
obvious,21,7,4.807329116618937e-05,14.344404898616425,JJ,2,"{'NNS', 'JJ'}",0,obviou,obvious,obvy,0.4072292094933956,12,4.768184324776926,57.218211897323116
obviously,6,9,1.3735226047482676e-05,16.15175982067403,RB,2,"{'NN', 'RB'}",0,obvious,obvious,obvy,0.2842492707852379,4,6.353146825498083,25.412587301992332
occasion,35,8,8.012215194364895e-05,13.607439304450219,NN,2,"{'JJ', 'NN'}",0,occas,occas,occas,0.1619503143142294,17,4.265683984247743,72.51662773221163
occasional,8,10,1.83136347299769e-05,15.736722321395185,JJ,1,{'JJ'},0,occasion,occasion,occas,0.007058742727315698,7,5.545791903440478,38.820543324083346
occasionally,24,12,5.4940904189930705e-05,14.151759820674028,RB,5,"{'JJ', 'RP', 'RB', 'VBP', 'NN'}",0,occasion,occasion,occas,0.008863998679301573,13,4.65270710735699,60.48519239564087
occasioned,2,10,4.578408682494225e-06,17.736722321395185,VBN,1,{'VBN'},0,occas,occas,occas,0.025835668928636122,2,7.353146825498083,14.706293650996166
occasions,6,9,1.3735226047482676e-05,16.15175982067403,NNS,3,"{'NNS', 'NN', 'VBZ'}",0,occas,occas,occas,0.008213931757351604,5,6.03121873061072,30.156093653053603
occupant,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,occup,occup,occup,0.000874583480839502,1,8.353146825498083,8.353146825498083
occupants,6,9,1.3735226047482676e-05,16.15175982067403,NNS,2,"{'NNS', 'NN'}",0,occup,occup,occup,0.005247500885037012,1,8.353146825498083,8.353146825498083
occupation,25,10,5.723010853117782e-05,14.09286613162046,NN,3,"{'JJ', 'NN', 'NNP'}",0,occup,occup,occup,0.0837250067379975,12,4.768184324776926,57.218211897323116
occupations,9,11,2.0602839071224014e-05,15.566797319952872,NNS,2,"{'NNS', 'NN'}",0,occup,occup,occup,0.009499742152438422,3,6.768184324776926,20.30455297433078
occupied,38,8,8.698976496739028e-05,13.4887948079516,VBN,5,"{'JJ', 'VBD', 'VBN', 'VBP', 'NN'}",0,occupi,occupi,occupy,0.01665131510161945,18,4.18322182405577,75.29799283300386
occupies,10,8,2.2892043412471128e-05,15.414794226507823,VBZ,2,"{'NNS', 'VBZ'}",0,occupi,occupi,occupy,0.3267413887036137,6,5.768184324776926,34.60910594866156
occupy,20,6,4.5784086824942256e-05,14.414794226507823,VB,4,"{'VBP', 'VBZ', 'NN', 'VB'}",0,occupi,occupi,occupy,0.08232369348430774,12,4.768184324776926,57.218211897323116
occupying,4,9,9.15681736498845e-06,16.736722321395185,VBG,1,{'VBG'},0,occupi,occupi,occupy,0.015925363107380953,4,6.353146825498083,25.412587301992332
occur,18,5,4.120567814244803e-05,14.566797319952872,VBP,5,"{'VB', 'RB', 'VBP', 'NNS', 'NN'}",0,occur,occur,occ,0.013073014047615116,7,5.545791903440478,38.820543324083346
occurred,24,8,5.4940904189930705e-05,14.151759820674028,VBD,5,"{'VBD', 'VBN', 'IN', 'VBP', 'NN'}",0,occur,occur,occur,0.1619709180962734,15,4.446256229889564,66.69384344834346
occurrence,8,10,1.83136347299769e-05,15.736722321395185,NN,2,"{'NN', 'IN'}",0,occurr,occurr,occur,0.0466665304693834,6,5.768184324776926,34.60910594866156
occurrences,3,11,6.867613023741338e-06,17.15175982067403,NNS,2,"{'NNS', 'NN'}",0,occurr,occurr,occur,0.13207607571488417,2,7.353146825498083,14.706293650996166
occurring,2,9,4.578408682494225e-06,17.736722321395185,VBG,1,{'VBG'},0,occur,occur,occur,0.0007910577827566445,2,7.353146825498083,14.706293650996166
occurs,23,6,5.265169984868359e-05,14.213160365338172,VBZ,4,"{'NNS', 'NN', 'VBZ', 'IN'}",0,occur,occur,occ,0.04276164821843203,13,4.65270710735699,60.48519239564087
ocean,7,5,1.602443038872979e-05,15.92936739933758,NN,3,"{'JJ', 'NN', 'NNP'}",0,ocean,ocean,oc,0.005603923310515949,4,6.353146825498083,25.412587301992332
oceanic,1,7,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,ocean,ocean,oc,0.01342949650401621,1,8.353146825498083,8.353146825498083
oclock,9,6,2.0602839071224014e-05,15.566797319952872,NN,3,"{'VBP', 'NNS', 'NN'}",0,oclock,oclock,oclock,0.007871251327555518,1,8.353146825498083,8.353146825498083
oconnells,1,9,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oconnel,oconnel,oconnel,0.000874583480839502,1,8.353146825498083,8.353146825498083
oconnor,1,7,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oconnor,oconnor,ocon,0.000874583480839502,1,8.353146825498083,8.353146825498083
oct,1,3,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oct,oct,oct,0.029939594356623953,1,8.353146825498083,8.353146825498083
octavo,1,6,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,octavo,octavo,octavo,1.3921911375830138,1,8.353146825498083,8.353146825498083
october,27,7,6.180851721367204e-05,13.981834819231716,NNP,1,{'NNP'},0,octob,octob,octob,0.0323810827372121,13,4.65270710735699,60.48519239564087
odd,1,3,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,odd,odd,od,1.3921911375830138,1,8.353146825498083,8.353146825498083
odds,4,4,9.15681736498845e-06,16.736722321395185,NNS,1,{'NNS'},0,odd,odd,od,0.017941698593078485,4,6.353146825498083,25.412587301992332
odenwald,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,odenwald,odenwald,odenwald,0.05841361416432226,1,8.353146825498083,8.353146825498083
oder,1,4,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oder,oder,od,0.05568764550332056,1,8.353146825498083,8.353146825498083
odious,5,6,1.1446021706235564e-05,16.414794226507823,JJ,1,{'JJ'},0,odiou,odious,ody,0.01636528472454179,5,6.03121873061072,30.156093653053603
odium,1,5,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,odium,odium,od,0.03663660888376352,1,8.353146825498083,8.353146825498083
odoaker,1,7,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,odoak,odoak,odoak,0.014181913116295557,1,8.353146825498083,8.353146825498083
odour,1,5,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,odour,odour,odo,0.000874583480839502,1,8.353146825498083,8.353146825498083
odysseia,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,odysseia,odysseia,odysse,0.004337044042314685,1,8.353146825498083,8.353146825498083
odysseus,2,8,4.578408682494225e-06,17.736722321395185,NN,2,"{'NN', 'NNP'}",0,odysseu,odysseus,odysse,0.04478899102143744,1,8.353146825498083,8.353146825498083
odyssey,3,7,6.867613023741338e-06,17.15175982067403,NNP,1,{'NNP'},0,odyssey,odyssey,odyssey,0.030854661917050615,2,7.353146825498083,14.706293650996166
oegisdrecka,3,11,6.867613023741338e-06,17.15175982067403,NNP,1,{'NNP'},0,oegisdrecka,oegisdrecka,oegisdreck,0.013011132126944054,1,8.353146825498083,8.353146825498083
oels,1,4,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oel,oel,oel,0.04719291991806827,1,8.353146825498083,8.353146825498083
of,23732,2,0.05432739742647648,4.2021762539351935,IN,10,"{'JJ', 'VBD', 'IN', 'VBZ', 'RB', 'VBP', 'PRP', 'NNS', 'NN', 'NNP'}",1,of,of,of,0.13896426889081115,284,0.20339970599340038,57.765516502125706
off,86,3,0.0001968715733472517,12.310457566693087,RP,7,"{'JJ', 'RP', 'IN', 'VBZ', 'RB', 'NNS', 'NN'}",1,off,off,off,0.0966489934297497,26,3.6527071073569903,94.97038479128175
offal,9,5,2.0602839071224014e-05,15.566797319952872,JJ,3,"{'VBP', 'JJ', 'NN'}",0,offal,offal,off,0.007871251327555518,1,8.353146825498083,8.353146825498083
offence,8,7,1.83136347299769e-05,15.736722321395185,NN,2,"{'JJ', 'NN'}",0,offenc,offenc,off,0.006996667846716016,1,8.353146825498083,8.353146825498083
offences,7,8,1.602443038872979e-05,15.92936739933758,NNS,2,"{'NNS', 'NN'}",0,offenc,offenc,off,0.006122084365876514,1,8.353146825498083,8.353146825498083
offend,1,6,2.2892043412471126e-06,18.736722321395185,VBP,1,{'VBP'},0,offend,offend,offend,0.000874583480839502,1,8.353146825498083,8.353146825498083
offender,2,8,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,offend,offend,offend,0.001749166961679004,1,8.353146825498083,8.353146825498083
offenders,3,9,6.867613023741338e-06,17.15175982067403,NNS,2,"{'NNS', 'NN'}",0,offend,offend,offend,0.0011759989839658417,2,7.353146825498083,14.706293650996166
offends,1,7,2.2892043412471126e-06,18.736722321395185,VBZ,1,{'VBZ'},0,offend,offend,offend,0.000874583480839502,1,8.353146825498083,8.353146825498083
offense,2,7,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,offens,offens,offens,0.2046601950676053,2,7.353146825498083,14.706293650996166
offensive,3,9,6.867613023741338e-06,17.15175982067403,NN,2,"{'NN', 'VBZ'}",0,offens,offens,offend,0.027489656891074576,3,6.768184324776926,20.30455297433078
offensively,1,11,2.2892043412471126e-06,18.736722321395185,RB,1,{'RB'},0,offens,offens,offend,0.000874583480839502,1,8.353146825498083,8.353146825498083
offer,29,5,6.638692589616627e-05,13.878741326267614,VB,3,"{'VBP', 'NN', 'VB'}",0,offer,offer,off,0.014736895022972707,12,4.768184324776926,57.218211897323116
offered,21,7,4.807329116618937e-05,14.344404898616425,VBN,3,"{'VBD', 'VBN', 'RB'}",0,offer,offer,off,0.012046755136170003,12,4.768184324776926,57.218211897323116
offering,4,8,9.15681736498845e-06,16.736722321395185,VBG,1,{'VBG'},0,offer,offer,off,0.018645075228846387,4,6.353146825498083,25.412587301992332
offers,31,6,7.09653345786605e-05,13.78252601100831,VBZ,4,"{'NNS', 'NN', 'VBZ', 'RB'}",0,offer,offer,off,0.012980842893658532,7,5.545791903440478,38.820543324083346
offhand,1,7,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,offhand,offhand,offhand,0.0009226937838835836,1,8.353146825498083,8.353146825498083
office,23,6,5.265169984868359e-05,14.213160365338172,NN,2,"{'NN', 'RP'}",0,offic,offic,off,0.023918446702804366,12,4.768184324776926,57.218211897323116
officer,6,7,1.3735226047482676e-05,16.15175982067403,NN,2,"{'VBD', 'NN'}",0,offic,offic,off,0.021773532664366463,5,6.03121873061072,30.156093653053603
officered,1,9,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,offic,offic,off,0.024212019784052415,1,8.353146825498083,8.353146825498083
officers,19,8,4.349488248369514e-05,14.4887948079516,NNS,3,"{'NNS', 'JJ', 'NN'}",0,offic,offic,off,0.0261463273972135,11,4.893715206860786,53.83086727546864
offices,14,7,3.204886077745958e-05,14.92936739933758,NNS,2,"{'NNS', 'NN'}",0,offic,offic,off,0.02867692563513437,6,5.768184324776926,34.60910594866156
official,52,8,0.00011903862574484986,13.036282603254092,JJ,2,"{'JJ', 'NN'}",0,offici,offici,off,0.12595682801657362,21,3.9608294027193223,83.17741745710576
officialdom,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,officialdom,officialdom,officialdom,0.02747745666282264,1,8.353146825498083,8.353146825498083
officially,6,10,1.3735226047482676e-05,16.15175982067403,RB,3,"{'IN', 'NN', 'RB'}",0,offici,offici,off,0.0168953100645426,5,6.03121873061072,30.156093653053603
officials,22,9,5.036249550743648e-05,14.277290702757888,NN,6,"{'JJ', 'VBD', 'IN', 'VB', 'NNS', 'NN'}",0,offici,offici,off,0.0213857134980191,12,4.768184324776926,57.218211897323116
officio,1,7,2.2892043412471126e-06,18.736722321395185,FW,1,{'FW'},0,officio,officio,officio,0.02239449551071872,1,8.353146825498083,8.353146825498083
offshoot,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,offshoot,offshoot,offshoot,0.020373528842678252,1,8.353146825498083,8.353146825498083
offspring,13,9,2.9759656436212466e-05,15.036282603254092,NN,2,"{'VBG', 'NN'}",0,offspr,offspr,offspr,0.015900980943457713,6,5.768184324776926,34.60910594866156
oft,3,3,6.867613023741338e-06,17.15175982067403,JJ,2,"{'JJ', 'NN'}",0,oft,oft,oft,0.030182469704410724,2,7.353146825498083,14.706293650996166
often,156,5,0.00035711587723454957,11.451320102532936,RB,3,"{'JJ', 'IN', 'RB'}",0,often,often,oft,0.08776770160188328,21,3.9608294027193223,83.17741745710576
oftener,2,7,4.578408682494225e-06,17.736722321395185,RB,1,{'RB'},0,often,often,oft,0.006295830932316981,2,7.353146825498083,14.706293650996166
oftenest,1,8,2.2892043412471126e-06,18.736722321395185,JJS,1,{'JJS'},0,oftenest,oftenest,oftenest,0.000874583480839502,1,8.353146825498083,8.353146825498083
ogle,1,4,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,ogl,ogl,ogl,0.000874583480839502,1,8.353146825498083,8.353146825498083
oh,5,2,1.1446021706235564e-05,16.414794226507823,NNP,4,"{'UH', 'NN', 'NNP', 'VB'}",0,oh,oh,oh,0.0019670567667224863,2,7.353146825498083,14.706293650996166
ohio,1,4,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,ohio,ohio,ohio,0.017012518992867785,1,8.353146825498083,8.353146825498083
oikurema,1,8,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,oikurema,oikurema,oikurem,0.004337044042314685,1,8.353146825498083,8.353146825498083
oil,11,3,2.518124775371824e-05,15.277290702757888,NN,2,"{'JJ', 'NN'}",0,oil,oil,oil,0.010831648942904504,5,6.03121873061072,30.156093653053603
oilskin,1,7,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,oilskin,oilskin,oilskin,0.000874583480839502,1,8.353146825498083,8.353146825498083
oily,1,4,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,oili,oili,oi,0.02239449551071872,1,8.353146825498083,8.353146825498083
ojibwas,1,7,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,ojibwa,ojibwa,ojibwa,0.01513251236503276,1,8.353146825498083,8.353146825498083
ok,1,2,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,ok,ok,ok,0.014181913116295557,1,8.353146825498083,8.353146825498083
old,473,3,0.0010827936534098842,9.85102594805579,JJ,8,"{'JJ', 'IN', 'VB', 'RB', 'VBP', 'NNS', 'NN', 'NNP'}",0,old,old,old,0.20715299643859691,58,2.4951658303705107,144.71961816148962
olden,1,5,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,olden,olden,old,0.39776889645228963,1,8.353146825498083,8.353146825498083
older,23,5,5.265169984868359e-05,14.213160365338172,JJR,4,"{'JJ', 'NN', 'JJR', 'RB'}",0,older,older,old,0.029262576225640956,11,4.893715206860786,53.83086727546864
oldest,12,6,2.7470452094965352e-05,15.151759820674028,JJS,4,"{'VBP', 'JJ', 'JJS', 'NN'}",0,oldest,oldest,oldest,0.01169546587356941,9,5.18322182405577,46.64899641650193
oldfield,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oldfield,oldfield,oldfield,0.000874583480839502,1,8.353146825498083,8.353146825498083
oldham,9,6,2.0602839071224014e-05,15.566797319952872,NNP,1,{'NNP'},0,oldham,oldham,oldham,0.007871251327555518,1,8.353146825498083,8.353146825498083
oleic,1,5,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,oleic,oleic,ol,0.01342949650401621,1,8.353146825498083,8.353146825498083
olet,1,4,2.2892043412471126e-06,18.736722321395185,VBZ,1,{'VBZ'},0,olet,olet,olet,0.010312526945059361,1,8.353146825498083,8.353146825498083
oligarchic,1,10,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,oligarch,oligarch,oligarch,0.000874583480839502,1,8.353146825498083,8.353146825498083
oligarchies,1,11,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,oligarchi,oligarchi,oligarchy,0.010312526945059361,1,8.353146825498083,8.353146825498083
oligarchs,1,9,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oligarch,oligarch,oligarch,0.000874583480839502,1,8.353146825498083,8.353146825498083
olive,1,5,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,oliv,oliv,ol,0.0009226937838835836,1,8.353146825498083,8.353146825498083
ollivier,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,ollivi,ollivi,ollivy,0.029939594356623953,1,8.353146825498083,8.353146825498083
olmütz,5,6,1.1446021706235564e-05,16.414794226507823,NNP,1,{'NNP'},0,olmütz,olmütz,olmütz,0.07902612742128709,2,7.353146825498083,14.706293650996166
olympus,1,7,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,olympu,olympus,olymp,0.0009226937838835836,1,8.353146825498083,8.353146825498083
omahas,1,6,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,omaha,omaha,omaha,0.01513251236503276,1,8.353146825498083,8.353146825498083
omega,2,5,4.578408682494225e-06,17.736722321395185,NN,2,"{'NN', 'NNP'}",0,omega,omega,omeg,0.0018453875677671672,1,8.353146825498083,8.353146825498083
omission,3,8,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,omiss,omiss,omit,0.2824930982123333,3,6.768184324776926,20.30455297433078
omit,2,4,4.578408682494225e-06,17.736722321395185,VB,2,"{'NN', 'VB'}",0,omit,omit,omit,0.01367832494331484,2,7.353146825498083,14.706293650996166
omits,2,5,4.578408682494225e-06,17.736722321395185,VBZ,1,{'VBZ'},0,omit,omit,omit,0.008761965246886178,2,7.353146825498083,14.706293650996166
omitted,10,7,2.2892043412471128e-05,15.414794226507823,VBN,4,"{'JJ', 'VBD', 'VBN', 'RB'}",0,omit,omit,omit,0.007950091923814219,9,5.18322182405577,46.64899641650193
omitting,1,8,2.2892043412471126e-06,18.736722321395185,VBG,1,{'VBG'},0,omit,omit,omit,0.01342949650401621,1,8.353146825498083,8.353146825498083
omnibuses,2,9,4.578408682494225e-06,17.736722321395185,NNS,1,{'NNS'},0,omnibus,omnibus,omnibus,0.001749166961679004,1,8.353146825498083,8.353146825498083
omnipotence,2,11,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,omnipot,omnipot,omnipot,0.015091234852205362,2,7.353146825498083,14.706293650996166
omnipotent,6,10,1.3735226047482676e-05,16.15175982067403,JJ,3,"{'JJ', 'NN', 'IN'}",0,omnipot,omnipot,omnipot,0.004193273150530791,2,7.353146825498083,14.706293650996166
omnipresent,4,11,9.15681736498845e-06,16.736722321395185,JJ,3,"{'JJ', 'VBN', 'IN'}",0,omnipres,omnipres,omnipres,0.012600929969871572,2,7.353146825498083,14.706293650996166
omnis,1,5,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,omni,omni,omn,0.01342949650401621,1,8.353146825498083,8.353146825498083
omniscience,4,11,9.15681736498845e-06,16.736722321395185,NN,2,"{'NN', 'NNP'}",0,omnisci,omnisci,omniscy,0.0036907751355343345,1,8.353146825498083,8.353146825498083
omniscient,4,10,9.15681736498845e-06,16.736722321395185,JJ,1,{'JJ'},0,omnisci,omnisci,omniscy,0.012600929969871572,2,7.353146825498083,14.706293650996166
on,1708,2,0.003909961014850068,7.998630061774694,IN,8,"{'JJ', 'VBD', 'IN', 'VBZ', 'RB', 'VBP', 'NN', 'NNP'}",1,on,on,on,0.1965277171193923,96,1.7681843247769264,169.74569517858492
once,205,4,0.0004692868899556581,11.057242221889739,RB,7,"{'JJ', 'IN', 'NNP', 'RB', 'NNS', 'NN', 'JJR'}",1,onc,onc,ont,0.04869500220969568,43,2.9268820707959846,125.85592904422734
oncoming,1,8,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,oncom,oncom,oncom,0.000874583480839502,1,8.353146825498083,8.353146825498083
one,1590,3,0.0036398349025829092,8.101911271223466,CD,13,"{'JJ', 'VBD', 'RP', 'VBN', 'IN', 'CD', 'VBZ', 'VB', 'RB', 'VBP', 'MD', 'NN', 'NNP'}",0,one,one,on,0.19747067080530106,95,1.7832912171671347,169.4126656308778
oneidas,1,7,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,oneida,oneida,oneida,0.01513251236503276,1,8.353146825498083,8.353146825498083
oneness,3,7,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,one,one,on,0.012194813388324125,2,7.353146825498083,14.706293650996166
onerous,1,7,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,oner,oner,on,0.024212019784052415,1,8.353146825498083,8.353146825498083
ones,66,4,0.00015108748652230944,12.692328202036732,NN,7,"{'JJ', 'IN', 'RB', 'VBP', 'NNS', 'MD', 'NN'}",0,one,one,on,0.08336795408551824,18,4.18322182405577,75.29799283300386
oneself,1,7,2.2892043412471126e-06,18.736722321395185,PRP,1,{'PRP'},0,oneself,oneself,oneself,0.0009226937838835836,1,8.353146825498083,8.353146825498083
onesidedly,1,10,2.2892043412471126e-06,18.736722321395185,RB,1,{'RB'},0,onesidedli,onesid,onesid,0.0009226937838835836,1,8.353146825498083,8.353146825498083
only,1514,4,0.003465855372648129,8.172572831409454,RB,7,"{'JJ', 'IN', 'VBZ', 'RB', 'VBP', 'NNS', 'NN'}",1,onli,onli,on,0.20737131347235854,113,1.5329678630828947,173.22536852836708
onondagas,1,9,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,onondaga,onondaga,onondaga,0.01513251236503276,1,8.353146825498083,8.353146825498083
onslaught,1,9,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,onslaught,onslaught,onslaught,0.02531256613787298,1,8.353146825498083,8.353146825498083
ontological,3,11,6.867613023741338e-06,17.15175982067403,JJ,1,{'JJ'},0,ontolog,ontolog,ontolog,0.012194813388324125,2,7.353146825498083,14.706293650996166
onward,2,6,4.578408682494225e-06,17.736722321395185,VBZ,2,"{'JJ', 'VBZ'}",0,onward,onward,onward,0.0007910577827566445,2,7.353146825498083,14.706293650996166
onwards,1,7,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,onward,onward,onward,0.04666562472345298,1,8.353146825498083,8.353146825498083
oozed,1,5,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,ooz,ooz,ooz,0.000874583480839502,1,8.353146825498083,8.353146825498083
open,76,4,0.00017397952993478057,12.4887948079516,JJ,5,"{'JJ', 'VB', 'VBP', 'NNS', 'NN'}",0,open,open,op,0.044808201959414186,26,3.6527071073569903,94.97038479128175
opened,22,6,5.036249550743648e-05,14.277290702757888,VBD,5,"{'JJ', 'VBD', 'VBN', 'IN', 'NN'}",0,open,open,op,0.015100646282555634,11,4.893715206860786,53.83086727546864
opening,11,7,2.518124775371824e-05,15.277290702757888,NN,1,{'NN'},0,open,open,op,0.024673482490552803,5,6.03121873061072,30.156093653053603
openings,3,8,6.867613023741338e-06,17.15175982067403,NN,2,"{'NNS', 'NN'}",0,open,open,op,0.7360845649522267,2,7.353146825498083,14.706293650996166
openly,22,6,5.036249550743648e-05,14.277290702757888,RB,3,"{'JJ', 'RP', 'RB'}",0,openli,open,op,0.037112265257993715,14,4.545791903440478,63.6410866481667
opens,5,5,1.1446021706235564e-05,16.414794226507823,VBZ,1,{'VBZ'},0,open,open,op,0.006111242275301372,3,6.768184324776926,20.30455297433078
operate,13,7,2.9759656436212466e-05,15.036282603254092,VB,2,"{'VBP', 'VB'}",0,oper,oper,op,0.008127596450613969,6,5.768184324776926,34.60910594866156
operated,5,8,1.1446021706235564e-05,16.414794226507823,VBN,2,"{'VBD', 'VBN'}",0,oper,oper,op,0.01150985560767199,4,6.353146825498083,25.412587301992332
operates,11,8,2.518124775371824e-05,15.277290702757888,VBZ,2,"{'NNS', 'VBZ'}",0,oper,oper,op,0.0089498013124357,6,5.768184324776926,34.60910594866156
operating,3,9,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,oper,oper,op,0.012870632193523114,3,6.768184324776926,20.30455297433078
operation,17,9,3.8916473801200915e-05,14.649259480144845,NN,1,{'NN'},0,oper,oper,op,0.00986257344013325,8,5.353146825498083,42.825174603984664
operations,21,10,4.807329116618937e-05,14.344404898616425,NNS,2,"{'NNS', 'NN'}",0,oper,oper,op,0.1343252932779916,13,4.65270710735699,60.48519239564087
operative,42,9,9.614658233237874e-05,13.344404898616425,NN,4,"{'JJ', 'NN', 'NNP', 'RB'}",0,oper,oper,op,0.0209916297856302,8,5.353146825498083,42.825174603984664
operatives,112,10,0.00025639088621967664,11.92936739933758,NNS,5,"{'JJ', 'IN', 'VBZ', 'NNS', 'NN'}",0,oper,oper,op,0.037831048208220655,5,6.03121873061072,30.156093653053603
operator,2,8,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,oper,oper,op,0.0018453875677671672,1,8.353146825498083,8.353146825498083
operators,1,9,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,oper,oper,op,0.0009226937838835836,1,8.353146825498083,8.353146825498083
opiates,1,7,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,opiat,opiat,op,0.000874583480839502,1,8.353146825498083,8.353146825498083
opinion,60,7,0.00013735226047482678,12.829831725786667,NN,3,"{'NNS', 'JJ', 'NN'}",0,opinion,opinion,opin,0.015771332321466377,15,4.446256229889564,66.69384344834346
